Fund,Sector,Country,Percent,Date,SEDOL
British Empire Securities & General,Global Growth,France,9,30/06/2010,133508
British Empire Securities & General,Global Growth,Germany,4,30/06/2010,133508
British Empire Securities & General,Global Growth,Italy,5,30/06/2010,133508
British Empire Securities & General,Global Growth,Luxembourg,1,30/06/2010,133508
British Empire Securities & General,Global Growth,Norway,3,30/06/2010,133508
British Empire Securities & General,Global Growth,Sweden,6,30/06/2010,133508
British Empire Securities & General,Global Growth,Switzerland,2,30/06/2010,133508
British Empire Securities & General,Global Growth,UK,8,30/06/2010,133508
British Empire Securities & General,Global Growth,Hong Kong,4,30/06/2010,133508
British Empire Securities & General,Global Growth,Japan,5,30/06/2010,133508
British Empire Securities & General,Global Growth,Singapore,12,30/06/2010,133508
British Empire Securities & General,Global Growth,South Korea,2,30/06/2010,133508
British Empire Securities & General,Global Growth,Canada,5,30/06/2010,133508
British Empire Securities & General,Global Growth,USA,1,30/06/2010,133508
British Empire Securities & General,Global Growth,Cash/Cash Equiv.,3,30/06/2010,133508
British Empire Securities & General,Global Growth,Fixed Interest,16,30/06/2010,133508
British Portfolio Trust,UK Growth,UK,99,30/06/2010,3096169
British Portfolio Trust,UK Growth,Cash/Cash Equiv.,1,30/06/2010,3096169
British Smaller Companies VCT,VCT Generalist,Not reported,,,
British Smaller Technology Companies VCT 2,VCT Specialist: Technology,Not reported,,,
Brunner,Global Growth,Austria,1,30/06/2010,149000
Brunner,Global Growth,Belgium,1,30/06/2010,149000
Brunner,Global Growth,France,3,30/06/2010,149000
Brunner,Global Growth,Germany,2,30/06/2010,149000
Brunner,Global Growth,Netherlands,1,30/06/2010,149000
Brunner,Global Growth,Switzerland,2,30/06/2010,149000
Brunner,Global Growth,UK,43,30/06/2010,149000
Brunner,Global Growth,Australia,2,30/06/2010,149000
Brunner,Global Growth,China,2,30/06/2010,149000
Brunner,Global Growth,Japan,4,30/06/2010,149000
Brunner,Global Growth,Taiwan,1,30/06/2010,149000
Brunner,Global Growth,Mexico,1,30/06/2010,149000
Brunner,Global Growth,Israel,1,30/06/2010,149000
Brunner,Global Growth,Canada,1,30/06/2010,149000
Brunner,Global Growth,USA,20,30/06/2010,149000
Brunner,Global Growth,Cash/Cash Equiv.,15,30/06/2010,149000
Caledonia,Global Growth,India,9,30/06/2010,163992
Caledonia,Global Growth,Belgium,6,30/06/2010,163992
Caledonia,Global Growth,European Developed,5,30/06/2010,163992
Caledonia,Global Growth,France,1,30/06/2010,163992
Caledonia,Global Growth,Germany,2,30/06/2010,163992
Caledonia,Global Growth,Guernsey,1,30/06/2010,163992
Caledonia,Global Growth,UK,60,30/06/2010,163992
Caledonia,Global Growth,China,1,30/06/2010,163992
Caledonia,Global Growth,Far East & Pacific Region,2,30/06/2010,163992
Caledonia,Global Growth,Japan,1,30/06/2010,163992
Caledonia,Global Growth,Vietnam,1,30/06/2010,163992
Caledonia,Global Growth,Other North America,1,30/06/2010,163992
Caledonia,Global Growth,USA,6,30/06/2010,163992
Caledonia,Global Growth,Cash/Cash Equiv.,4,30/06/2010,163992
Cambium Global Timberland (AIM),Sector Specialist: Forestry & Timber,Not reported,,,
Camper & Nicholsons Marina Investments (AIM),Property Specialist,Not reported,,,
Candover,Private Equity,Not reported,,,
Capital Gearing,UK Growth,India,1,30/06/2010,173861
Capital Gearing,UK Growth,European Developed,4,30/06/2010,173861
Capital Gearing,UK Growth,Other Investment Cos,2,30/06/2010,173861
Capital Gearing,UK Growth,UK,8,30/06/2010,173861
Capital Gearing,UK Growth,China,1,30/06/2010,173861
Capital Gearing,UK Growth,Japan,1,30/06/2010,173861
Capital Gearing,UK Growth,USA,3,30/06/2010,173861
Capital Gearing,UK Growth,Cash/Cash Equiv.,4,30/06/2010,173861
Capital Gearing,UK Growth,Fixed Interest,76,30/06/2010,173861
Castle Asia Alternative,Hedge Funds,Not reported,,,
Cayenne Trust,Global Growth,European Developed,14,30/06/2010,636911
Cayenne Trust,Global Growth,Other Investment Cos,3,30/06/2010,636911
Cayenne Trust,Global Growth,UK,28,30/06/2010,636911
Cayenne Trust,Global Growth,Far East & Pacific Region,12,30/06/2010,636911
Cayenne Trust,Global Growth,Japan,2,30/06/2010,636911
Cayenne Trust,Global Growth,Other North America,15,30/06/2010,636911
Cayenne Trust,Global Growth,Latin America Region,2,30/06/2010,636911
Cayenne Trust,Global Growth,Cash/Cash Equiv.,13,30/06/2010,636911
Cayenne Trust,Global Growth,Fixed Interest,11,30/06/2010,636911
Cazenove Absolute Equity,Hedge Funds,Not reported,,,
Charter European,Europe,Belgium,7,30/06/2010,3148639
Charter European,Europe,Denmark,7,30/06/2010,3148639
Charter European,Europe,France,21,30/06/2010,3148639
Charter European,Europe,Germany,11,30/06/2010,3148639
Charter European,Europe,Italy,7,30/06/2010,3148639
Charter European,Europe,Netherlands,7,30/06/2010,3148639
Charter European,Europe,Portugal,2,30/06/2010,3148639
Charter European,Europe,Sweden,3,30/06/2010,3148639
Charter European,Europe,Switzerland,15,30/06/2010,3148639
Charter European,Europe,UK,13,30/06/2010,3148639
Charter European,Europe,Cash/Cash Equiv.,7,30/06/2010,3148639
Chrysalis VCT,VCT Generalist,Not reported,,,
City Merchants High Yield,UK High Income,UK,6,30/06/2010,B0LNG76
City Merchants High Yield,UK High Income,USA,2,30/06/2010,B0LNG76
City Merchants High Yield,UK High Income,Cash/Cash Equiv.,11,30/06/2010,B0LNG76
City Merchants High Yield,UK High Income,Fixed Interest,81,30/06/2010,B0LNG76
City of London,UK Growth & Income,France,1,30/06/2010,199049
City of London,UK Growth & Income,Germany,1,30/06/2010,199049
City of London,UK Growth & Income,Italy,1,30/06/2010,199049
City of London,UK Growth & Income,Switzerland,1,30/06/2010,199049
City of London,UK Growth & Income,UK,96,30/06/2010,199049
Core VCT,VCT Generalist,Not reported,,,
Core VCT IV,VCT Generalist,Not reported,,,
Core VCT V,VCT Generalist,Not reported,,,
Crown Place VCT,VCT Generalist,Not reported,,,
Crystal Amber (AIM),UK Growth,Not reported,,,
Dexion Absolute,Hedge Funds,Not reported,,,
Dexion Absolute Euro,Hedge Funds,Not reported,,,
Dexion Absolute USD,Hedge Funds,Not reported,,,
Dexion Commodities,Hedge Funds,Not reported,,,
Dexion Commodities Euro,Hedge Funds,Not reported,,,
Dexion Commodities USD,Hedge Funds,Not reported,,,
Dexion Equity Alternative,Hedge Funds,Not reported,,,
Dexion Trading,Hedge Funds,Not reported,,,
Downing Absolute Income VCT 1,VCT Generalist,Not reported,,,
Downing Distribution VCT 1,VCT AIM Quoted,Not reported
Downing Distribution VCT 2,VCT AIM Quoted,Not reported
Downing Distribution VCT 2 D shares,VCT AIM Quoted,Not reported
Downing Planned Exit VCT 2,VCT Generalist,Not reported
Downing Planned Exit VCT 2 C shares,VCT Generalist Pre Qualifying,Not reported
Downing Planned Exit VCT 2 D shares,VCT Generalist Pre Qualifying,Not reported
Downing Planned Exit VCT 3,VCT Generalist,Not reported
Downing Planned Exit VCT 3 C shares,VCT Generalist Pre Qualifying,Not reported
Downing Planned Exit VCT 3 D shares,VCT Generalist Pre Qualifying,Not reported
Downing Planned Exit VCT 4,VCT Generalist,Not reported
Downing Planned Exit VCT 5,VCT Generalist,Not reported
Downing Planned Exit VCT 8,VCT Generalist Pre Qualifying,Not reported
Downing Planned Exit VCT 9,VCT Generalist Pre Qualifying,Not reported
Downing Protected VCT VI,VCT Generalist,Not reported
Downing Protected VCT VII,VCT Generalist,Not reported
Downing Structured Opportunities VCT 1,VCT Generalist Pre Qualifying,Not reported
Downing Structured Opportunities VCT 1 B shs,VCT Generalist Pre Qualifying,Not reported,,,
Dunedin Enterprise,Private Equity,Not reported,,,
Dunedin Income Growth,UK Growth & Income,France,1,30/06/2010,340609
Dunedin Income Growth,UK Growth & Income,Germany,1,30/06/2010,340609
Dunedin Income Growth,UK Growth & Income,Italy,2,30/06/2010,340609
Dunedin Income Growth,UK Growth & Income,Switzerland,1,30/06/2010,340609
Dunedin Income Growth,UK Growth & Income,UK,88,30/06/2010,340609
Dunedin Income Growth,UK Growth & Income,Singapore,1,30/06/2010,340609
Dunedin Income Growth,UK Growth & Income,Cash/Cash Equiv.,3,30/06/2010,340609
Dunedin Income Growth,UK Growth & Income,Fixed Interest,3,30/06/2010,340609
Dunedin Smaller Companies,UK Smaller Companies,UK,91,30/06/2010,B1GCL25
Dunedin Smaller Companies,UK Smaller Companies,Cash/Cash Equiv.,9,30/06/2010,B1GCL25
Eastern European,European Emerging Markets,Kazakhstan,2,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Czech Republic,4,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Hungary,9,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Poland,14,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Russia,55,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Turkey,13,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Ukraine,3,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Finland,1,30/06/2010,B0BN1P9
Eastern European,European Emerging Markets,Cash/Cash Equiv.,-1,30/06/2010,B0BN1P9
Eastern European Property (AIM),Property Direct - Europe,Not reported,,,
Eclectic (AIM),Global Growth & Income,India,1,30/06/2010,341947
Eclectic (AIM),Global Growth & Income,Switzerland,1,30/06/2010,341947
Eclectic (AIM),Global Growth & Income,UK,5,30/06/2010,341947
Eclectic (AIM),Global Growth & Income,Australia,22,30/06/2010,341947
Eclectic (AIM),Global Growth & Income,Bermuda,42,30/06/2010,341947
Eclectic (AIM),Global Growth & Income,Cash/Cash Equiv.,10,30/06/2010,341947
Eclectic (AIM),Global Growth & Income,Fixed Interest,19,30/06/2010,341947
Ecofin Water & Power Opportunities,Split Capital Trust,Czech Republic,2,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Russia,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Belgium,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Denmark,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Finland,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,France,9,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Germany,2,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Italy,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Switzerland,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,UK,23,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Australia,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,China,6,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Hong Kong,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Japan,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,New Zealand,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Brazil,1,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Israel,4,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Canada,2,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,USA,28,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Cash/Cash Equiv.,2,30/06/2010,B09LK25
Ecofin Water & Power Opportunities,Split Capital Trust,Fixed Interest,11,30/06/2010,B09LK25
Edge Performance VCT C shares,"VCT Specialist: Media, Leisure & Events",Not reported,,,
Edge Performance VCT D shares,"VCT Specialist: Media, Leisure & Events Pre Qualifying",Not reported,,,
Edge Performance VCT E shares,"VCT Specialist: Media, Leisure & Events Pre Qualifying",Not reported,,,
Edge Performance VCT F shares,"VCT Specialist: Media, Leisure & Events Pre Qualifying",Not reported,,,
Edinburgh Dragon,Asia Pacific - Excluding Japan,India,16,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Sri Lanka,3,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,UK,2,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,China,8,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Hong Kong,21,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Indonesia,3,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Malaysia,5,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Philippines,3,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Singapore,20,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,South Korea,8,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Taiwan,6,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Thailand,6,30/06/2010,294502
Edinburgh Dragon,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,-1,30/06/2010,294502
Edinburgh Investment,UK Growth & Income,Switzerland,2,30/06/2010,305233
Edinburgh Investment,UK Growth & Income,UK,90,30/06/2010,305233
Edinburgh Investment,UK Growth & Income,USA,9,30/06/2010,305233
Edinburgh Investment,UK Growth & Income,Cash/Cash Equiv.,-1,30/06/2010,305233
Edinburgh New Income,Split Capital Trust,UK,66,30/06/2010,B084LP5
Edinburgh New Income,Split Capital Trust,Cash/Cash Equiv.,14,30/06/2010,B084LP5
Edinburgh New Income,Split Capital Trust,Fixed Interest,20,30/06/2010,B084LP5
Edinburgh New Income Unit,UK Growth & Income,Not reported,,,
Edinburgh US Tracker,North America,USA,100,30/06/2010,29362
Edinburgh US Tracker,North America,Cash/Cash Equiv.,0,30/06/2010,29362
Edinburgh Worldwide,Global Growth,India,2,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Russia,3,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Turkey,1,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Denmark,4,30/06/2010,291633
Edinburgh Worldwide,Global Growth,France,7,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Germany,1,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Spain,3,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Sweden,7,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Switzerland,4,30/06/2010,291633
Edinburgh Worldwide,Global Growth,China,13,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Japan,3,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Brazil,12,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Israel,2,30/06/2010,291633
Edinburgh Worldwide,Global Growth,USA,34,30/06/2010,291633
Edinburgh Worldwide,Global Growth,Cash/Cash Equiv.,4,30/06/2010,291633
El Oro,Sector Specialist: Commodities and Natural Resources,Not reported,,,
Elderstreet VCT,VCT Generalist,Not reported,,,
Electra Private Equity,Split Capital Trust,Not reported,,,
Electric & General,Global Growth,Belgium,1,30/06/2010,309019
Electric & General,Global Growth,France,11,30/06/2010,309019
Electric & General,Global Growth,Germany,9,30/06/2010,309019
Electric & General,Global Growth,Italy,1,30/06/2010,309019
Electric & General,Global Growth,Netherlands,2,30/06/2010,309019
Electric & General,Global Growth,Norway,3,30/06/2010,309019
Electric & General,Global Growth,Spain,2,30/06/2010,309019
Electric & General,Global Growth,Sweden,4,30/06/2010,309019
Electric & General,Global Growth,Switzerland,6,30/06/2010,309019
Electric & General,Global Growth,UK,22,30/06/2010,309019
Electric & General,Global Growth,Australia,5,30/06/2010,309019
Electric & General,Global Growth,China,1,30/06/2010,309019
Electric & General,Global Growth,Hong Kong,2,30/06/2010,309019
Electric & General,Global Growth,Japan,2,30/06/2010,309019
Electric & General,Global Growth,Singapore,1,30/06/2010,309019
Electric & General,Global Growth,Canada,7,30/06/2010,309019
Electric & General,Global Growth,USA,19,30/06/2010,309019
Electric & General,Global Growth,Cash/Cash Equiv.,1,30/06/2010,309019
Electric & General,Global Growth,Fixed Interest,1,30/06/2010,309019
EP Global Opportunities,Global Growth,Russia,3,30/06/2010,3386257
EP Global Opportunities,Global Growth,Belgium,2,30/06/2010,3386257
EP Global Opportunities,Global Growth,Denmark,2,30/06/2010,3386257
EP Global Opportunities,Global Growth,Finland,3,30/06/2010,3386257
EP Global Opportunities,Global Growth,France,3,30/06/2010,3386257
EP Global Opportunities,Global Growth,Germany,5,30/06/2010,3386257
EP Global Opportunities,Global Growth,Italy,5,30/06/2010,3386257
EP Global Opportunities,Global Growth,Norway,2,30/06/2010,3386257
EP Global Opportunities,Global Growth,Sweden,2,30/06/2010,3386257
EP Global Opportunities,Global Growth,Switzerland,4,30/06/2010,3386257
EP Global Opportunities,Global Growth,UK,16,30/06/2010,3386257
EP Global Opportunities,Global Growth,Hong Kong,2,30/06/2010,3386257
EP Global Opportunities,Global Growth,Japan,18,30/06/2010,3386257
EP Global Opportunities,Global Growth,Singapore,3,30/06/2010,3386257
EP Global Opportunities,Global Growth,South Korea,5,30/06/2010,3386257
EP Global Opportunities,Global Growth,Brazil,3,30/06/2010,3386257
EP Global Opportunities,Global Growth,USA,20,30/06/2010,3386257
EP Global Opportunities,Global Growth,Cash/Cash Equiv.,2,30/06/2010,3386257
EP Global Opportunities,Global Growth,Fixed Interest,0,30/06/2010,3386257
Establishment Investment Trust,Global Growth,India,7,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Ireland,20,30/06/2010,3133691
Establishment Investment Trust,Global Growth,UK,19,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Hong Kong,18,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Indonesia,3,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Malaysia,5,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Philippines,3,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Singapore,6,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Taiwan,3,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Thailand,2,30/06/2010,3133691
Establishment Investment Trust,Global Growth,USA,2,30/06/2010,3133691
Establishment Investment Trust,Global Growth,Cash/Cash Equiv.,12,30/06/2010,3133691
European Assets,European Smaller Companies,Austria,3,30/06/2010,322566
European Assets,European Smaller Companies,Belgium,2,30/06/2010,322566
European Assets,European Smaller Companies,Denmark,5,30/06/2010,322566
European Assets,European Smaller Companies,France,14,30/06/2010,322566
European Assets,European Smaller Companies,Germany,16,30/06/2010,322566
European Assets,European Smaller Companies,Ireland,16,30/06/2010,322566
European Assets,European Smaller Companies,Italy,9,30/06/2010,322566
European Assets,European Smaller Companies,Netherlands,5,30/06/2010,322566
European Assets,European Smaller Companies,Norway,1,30/06/2010,322566
European Assets,European Smaller Companies,Spain,14,30/06/2010,322566
European Assets,European Smaller Companies,Sweden,4,30/06/2010,322566
European Assets,European Smaller Companies,Switzerland,10,30/06/2010,322566
European Assets,European Smaller Companies,Cash/Cash Equiv.,1,30/06/2010,322566
European Investment Trust,Europe,Russia,3,30/06/2010,329501
European Investment Trust,Europe,Austria,2,30/06/2010,329501
European Investment Trust,Europe,Belgium,5,30/06/2010,329501
European Investment Trust,Europe,Denmark,2,30/06/2010,329501
European Investment Trust,Europe,Finland,2,30/06/2010,329501
European Investment Trust,Europe,France,17,30/06/2010,329501
European Investment Trust,Europe,Germany,13,30/06/2010,329501
European Investment Trust,Europe,Ireland,7,30/06/2010,329501
European Investment Trust,Europe,Italy,7,30/06/2010,329501
European Investment Trust,Europe,Netherlands,13,30/06/2010,329501
European Investment Trust,Europe,Spain,7,30/06/2010,329501
European Investment Trust,Europe,Sweden,5,30/06/2010,329501
European Investment Trust,Europe,Switzerland,12,30/06/2010,329501
European Investment Trust,Europe,UK,3,30/06/2010,329501
European Investment Trust,Europe,Cash/Cash Equiv.,2,30/06/2010,329501
European Investment Trust,Europe,Fixed Interest,0,30/06/2010,329501
F&C Capital & Income,UK Growth & Income,Germany,3,30/06/2010,346328
F&C Capital & Income,UK Growth & Income,Ireland,1,30/06/2010,346328
F&C Capital & Income,UK Growth & Income,Netherlands,3,30/06/2010,346328
F&C Capital & Income,UK Growth & Income,UK,89,30/06/2010,346328
F&C Capital & Income,UK Growth & Income,Cash/Cash Equiv.,1,30/06/2010,346328
F&C Capital & Income,UK Growth & Income,Fixed Interest,3,30/06/2010,346328
F&C Commercial Property,Property Direct - UK,Not reported,,,
F&C Global Smaller Companies,Global Growth,Denmark,1,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,France,2,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Germany,2,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Ireland,1,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Italy,1,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Sweden,1,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Switzerland,1,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,UK,32,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Australia,2,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Far East & Pacific Region,7,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Japan,6,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,USA,40,30/06/2010,17505
F&C Global Smaller Companies,Global Growth,Cash/Cash Equiv.,4,30/06/2010,17505
F&C Managed Portfolio Growth,Global Growth,Africa Regional,1,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,South Africa,1,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,Russia,2,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,European Developed,20,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,UK,29,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,China,3,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,Far East & Pacific Region,14,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,Japan,1,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,Brazil,4,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,Peru,1,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,USA,16,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,Cash/Cash Equiv.,6,30/06/2010,B2PP252
F&C Managed Portfolio Growth,Global Growth,Fixed Interest,2,30/06/2010,B2PP252
F&C Managed Portfolio Income,Global Growth & Income,European Developed,10,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,UK,45,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,China,2,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,Far East & Pacific Region,17,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,Japan,1,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,Argentina,1,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,Brazil,1,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,USA,7,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,Cash/Cash Equiv.,6,30/06/2010,B2PP3J3
F&C Managed Portfolio Income,Global Growth & Income,Fixed Interest,10,30/06/2010,B2PP3J3
F&C Private Equity,Split Capital Trust,Not reported,,,
F&C Private Equity Restricted Voting,Private Equity,Not reported,,,
F&C US Smaller Companies,North American Smaller Companies,USA,99,30/06/2010,346340
F&C US Smaller Companies,North American Smaller Companies,Cash/Cash Equiv.,1,30/06/2010,346340
Fidelity Asian Values,Asia Pacific - Excluding Japan,India,2,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,China,19,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,Hong Kong,24,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,Indonesia,3,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,Malaysia,3,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,Singapore,9,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,South Korea,22,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,Taiwan,15,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,Thailand,2,30/06/2010,332231
Fidelity Asian Values,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,1,30/06/2010,332231
Fidelity China Special Situations,Country Specialists: Asia Pacific,Not reported,,,
Fidelity European Values,Europe,Belgium,3,30/06/2010,337582
Fidelity European Values,Europe,Denmark,2,30/06/2010,337582
Fidelity European Values,Europe,Finland,1,30/06/2010,337582
Fidelity European Values,Europe,France,19,30/06/2010,337582
Fidelity European Values,Europe,Germany,24,30/06/2010,337582
Fidelity European Values,Europe,Greece,1,30/06/2010,337582
Fidelity European Values,Europe,Italy,2,30/06/2010,337582
Fidelity European Values,Europe,Luxembourg,1,30/06/2010,337582
Fidelity European Values,Europe,Netherlands,9,30/06/2010,337582
Fidelity European Values,Europe,Norway,1,30/06/2010,337582
Fidelity European Values,Europe,Portugal,1,30/06/2010,337582
Fidelity European Values,Europe,Spain,2,30/06/2010,337582
Fidelity European Values,Europe,Sweden,3,30/06/2010,337582
Fidelity European Values,Europe,Switzerland,13,30/06/2010,337582
Fidelity European Values,Europe,UK,2,30/06/2010,337582
Fidelity European Values,Europe,Israel,2,30/06/2010,337582
Fidelity European Values,Europe,Cash/Cash Equiv.,14,30/06/2010,337582
Fidelity Japanese Values,Japanese Smaller Companies,Japan,98,30/06/2010,332855
Fidelity Japanese Values,Japanese Smaller Companies,Cash/Cash Equiv.,2,30/06/2010,332855
Fidelity Special Values,UK Growth,Switzerland,1,30/06/2010,332510
Fidelity Special Values,UK Growth,UK,95,30/06/2010,332510
Fidelity Special Values,UK Growth,Cash/Cash Equiv.,4,30/06/2010,332510
Finsbury Growth & Income,UK Growth & Income,UK,86,30/06/2010,781606
Finsbury Growth & Income,UK Growth & Income,Canada,3,30/06/2010,781606
Finsbury Growth & Income,UK Growth & Income,USA,8,30/06/2010,781606
Finsbury Growth & Income,UK Growth & Income,Cash/Cash Equiv.,1,30/06/2010,781606
Finsbury Growth & Income,UK Growth & Income,Fixed Interest,2,30/06/2010,781606
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,France,1,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,Guernsey,2,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,Switzerland,16,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,UK,3,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,China,3,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,Japan,8,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,USA,65,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,Cash/Cash Equiv.,-2,30/06/2010,338530
Finsbury Worldwide Pharmaceutical,Sector Specialist: Biotechnology/Life Sciences,Fixed Interest,4,30/06/2010,338530
Foreign & Colonial,Global Growth,India,1,30/06/2010,346607
Foreign & Colonial,Global Growth,Russia,1,30/06/2010,346607
Foreign & Colonial,Global Growth,European Developed,6,30/06/2010,346607
Foreign & Colonial,Global Growth,France,1,30/06/2010,346607
